id_str,from_user,text,created_at,time,in_reply_to_user_id,user_followers_count,friends_count
206616971,novann_n,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 02:15:39,2022-06-12 12:03:06,,180,85
47538151,hendraarshavin,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 02:14:58,2022-06-12 12:03:06,,415,253
1602407888,siKuruy,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 02:13:06,2022-06-12 12:03:06,,229,179
175069523,alanesia,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 02:11:59,2022-06-12 12:03:06,,308,1541
241894051,arafah_tiar,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 02:05:17,2022-06-12 12:03:06,,427,4998
122617686,delta_rrg,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 02:01:01,2022-06-12 12:03:06,,516,982
754341559638695937,erlind_cahyo,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 01:56:50,2022-06-12 12:03:06,,357,907
428095892,DickyRachman_,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 01:52:04,2022-06-12 12:03:06,,608,369
210300525,akmalfauzy,"RT @GOAL_ID: ""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021 itu dalam…",2022-06-10 01:49:40,2022-06-12 12:03:06,,493,555
27197792,GOAL_ID,"""Bendera adalah wajah negara, jadi harus dihargai."" 

Shin Tae-yong buka suara terkait momen viral di #SEAGames2021… https://t.co/DvUlCAUNoo",2022-06-10 01:47:57,2022-06-12 12:03:06,,2526263,489
1525595275481362432,Diah49900211,"RT @susilo: Apri: ‘Kita mau satukan hati .. tanpa target apapun. Sama2 belajar, bgm berkomunikasi, bgm bermain di lapangan, sama2 mau menai…",2022-06-09 22:16:41,2022-06-12 12:03:06,,0,10
1525595275481362432,Diah49900211,"RT @INABadminton: SEA Games 2021 cabang bulutangkis tiba di hari terakhir. 

Good luck Apri/Fadia, Pramudya/Yeremia dan Leo/Daniel. Go for…",2022-06-09 22:16:32,2022-06-12 12:03:06,,0,10
